Year,State,date,city,manner_of_death
2021,Maryland,2021-02-25,Baltimore,shot
2021,Oklahoma,2021-02-24,Vici,shot
2021,Michigan,2021-02-24,Garden City,shot
2021,Arizona,2021-02-24,St. Michaels,shot
2021,Oregon,2021-02-23,Eagle Point,shot
2021,California,2021-02-22,Ontario,shot
2021,North Carolina,2021-02-22,McDowell County,shot
2021,Michigan,2021-02-21,Edmore,shot
2021,Florida,2021-02-21,Jacksonville,shot
2021,Minnesota,2021-02-21,Anoka,shot
2021,Minnesota,2021-02-21,Braham,shot
2021,New Mexico,2021-02-20,Albuquerque,shot and Tasered
2021,Iowa,2021-02-20,Cedar Rapids,shot
2021,Nebraska,2021-02-20,Lincoln,shot
2021,Nebraska,2021-02-20,Lincoln,shot
2021,Kentucky,2021-02-20,Villa Hills,shot
2021,California,2021-02-19,Costa Mesa,shot
2021,California,2021-02-19,Yreka,shot
2021,Pennsylvania,2021-02-19,Catasauqua,shot
2021,Missouri,2021-02-19,Chillicothe,shot
2021,Louisiana,2021-02-18,Mount Hermon,shot
2021,Georgia,2021-02-18,Athens,shot
2021,South Carolina,2021-02-18,Greer,shot
2021,Texas,2021-02-17,Houston,shot
2021,North Carolina,2021-02-17,Salisbury,shot
2021,Florida,2021-02-16,Miami,shot
2021,Washington,2021-02-16,Seattle,shot
2021,California,2021-02-15,Indian Wells,shot
2021,Virginia,2021-02-25,Culpeper,shot
2021,Minnesota,2021-02-25,Duluth,shot
2021,Indiana,2021-03-10,Bartholomew County,shot
2021,Indiana,2021-02-26,Liberty,shot
2021,Louisiana,2021-03-10,Red River Parish,shot
2021,New York,2021-03-10,Rochester,shot
2021,California,2021-03-09,Riverside,shot
2021,Kansas,2021-03-09,Minneola,shot
2021,Oregon,2021-03-09,Reedsport,shot
2021,California,2021-03-08,Burbank,shot
2021,Arkansas,2021-03-07,Sparkman,shot
2021,Florida,2021-03-07,Lakeland,shot
2021,Alaska,2021-03-06,Fairbanks,shot
2021,Florida,2021-03-05,Gainesville,shot
2021,Texas,2021-03-05,Odessa,shot
2021,Ohio,2021-03-05,Columbus,shot
2021,New York,2021-03-04,Jamesville,shot
2021,Indiana,2021-03-03,Selma,shot
2021,Louisiana,2021-03-03,Abbeville,shot
2021,Texas,2021-03-03,Houston,shot
2021,Michigan,2021-03-01,Detroit,shot
2021,Arkansas,2021-03-01,Ozark,shot
2021,Georgia,2021-02-28,Catoosa County,shot and Tasered
2021,Oklahoma,2021-02-28,Muskogee,shot
2021,Kentucky,2021-02-27,Morgan County,shot
2021,Florida,2021-02-27,Clay County,shot
2021,Minnesota,2021-02-27,Wadena County,shot
2021,Minnesota,2021-02-27,Wadena County,shot
2021,Alabama,2021-02-27,Dora,shot
2021,Texas,2021-02-26,San Antonio,shot and Tasered
2021,Virginia,2021-02-26,Stanley,shot
2021,Montana,2021-02-26,Kalispell,shot
2021,Alabama,2021-02-26,Walker County,shot
2021,Colorado,2021-06-25,Grand Junction,shot
2021,California,2021-07-31,Woodville,shot
2021,Wyoming,2021-06-25,Lander,shot
2021,Kentucky,2021-10-24,Hopkinsville,shot
2021,Tennessee,2021-10-30,Cleveland,shot
2021,Missouri,2021-10-30,Joplin,shot
2021,Mississippi,2021-10-29,Jackson,shot
2021,Colorado,2021-10-28,Colorado Springs,shot
2021,South Dakota,2021-10-28,Sioux Falls,shot
2021,Iowa,2021-10-28,Chelsea,shot
2021,Pennsylvania,2021-10-27,Philadelphia,shot and Tasered
2021,Idaho,2021-10-27,Boise,shot
2021,Texas,2021-10-27,Austin,shot
2021,Ohio,2021-10-26,Leroy Township,shot
2021,Kentucky,2021-10-26,Louisville,shot
2021,Illinois,2021-10-25,DeKalb,shot and Tasered
2021,Idaho,2021-10-25,Boise,shot
2021,Florida,2021-10-25,Miami,shot
2021,Michigan,2021-10-24,Kentwood,shot
2021,California,2021-09-28,El Sereno,shot and Tasered
2021,Arkansas,2021-10-24,Conway,shot
2021,Montana,2021-10-23,Fort Belknap,shot
2021,Texas,2021-10-22,Denton County,shot
2021,California,2021-10-22,Rialto,shot
2021,Florida,2021-10-22,Doral,shot
2021,Tennessee,2021-10-21,Campbell County,shot
2021,Georgia,2021-10-20,Atlanta,shot
2021,Texas,2021-10-20,Arlington,shot
2021,New York,2021-10-20,Syracuse,shot
2021,Pennsylvania,2021-10-19,Pocono Township,shot
2021,Indiana,2021-10-19,Evansville,shot
2021,Nevada,2021-10-19,Golden Valley,shot
2021,Florida,2021-10-19,Pensacola,shot
2021,Maine,2021-10-19,Falmouth,shot
2021,Pennsylvania,2021-10-31,West Hanover Township,shot
2021,California,2021-10-31,Los Angeles,shot
2021,Louisiana,2021-11-01,Houma,shot
2021,Texas,2021-11-02,Aransas Pass,shot
2021,Pennsylvania,2021-11-14,Union Township,shot
2021,Mississippi,2021-11-13,Biloxi,shot
2021,Tennessee,2021-11-13,Jackson,shot
2021,Arizona,2021-11-12,Phoenix,shot
2021,California,2021-11-12,Commerce,shot
2021,Texas,2021-11-11,Houston,shot
2021,Colorado,2021-11-11,Gunnison,shot
2021,Missouri,2021-11-11,Springfield,shot
2021,New York,2021-11-11,New York,shot
2021,Florida,2021-11-11,Polk County,shot
2021,Massachusetts,2021-11-09,Boston,shot
2021,Tennessee,2021-11-08,Monteagle,shot
2021,Washington,2021-11-08,Renton,shot
2021,New Jersey,2021-11-07,Knowlton Township,shot
2021,Virginia,2021-11-07,Goodview,shot
2021,Pennsylvania,2021-11-07,Union Township,shot
2021,Massachusetts,2021-11-06,Dorchester,shot
2021,New Jersey,2021-11-06,Long Branch,shot
2021,Illinois,2021-11-06,Joliet,shot
2021,Virginia,2021-11-06,Chesapeake,shot
2021,Virginia,2021-11-06,Henrico County,shot
2021,Louisiana,2021-11-05,Wisner,shot
2021,North Carolina,2021-11-05,Charlotte,shot
2021,Georgia,2021-11-05,Jackson County,shot
2021,Oklahoma,2021-11-04,Tulsa,shot
2021,Arizona,2021-11-03,Glendale,shot and Tasered
2021,Georgia,2021-11-03,Covington,shot
2021,Wisconsin,2021-11-03,Eau Claire,shot
2021,Kentucky,2021-11-03,Grant County,shot
2021,West Virginia,2021-10-18,Mingo County,shot
2021,District of Columbia,2021-10-18,Washington,shot
2021,Missouri,2021-10-17,Springfield,shot
2021,Alaska,2021-10-08,Salcha,shot
2021,South Carolina,2021-10-08,Indian Land,shot
2021,Tennessee,2021-10-07,Cleveland,shot
2021,Missouri,2021-10-07,Wentzville,shot
2021,Texas,2021-10-06,Weslaco,shot
2021,California,2021-10-06,Bakersfield,shot
2021,Tennessee,2021-10-06,Bolivar,shot
2021,New York,2021-10-06,Rochester,shot
2021,Tennessee,2021-10-05,Nashville,shot
2021,Texas,2021-10-05,Corpus Christi,shot
2021,Pennsylvania,2021-10-05,Greene Township,shot
2021,California,2021-10-05,Los Angeles,shot
2021,Arizona,2021-10-05,Tucson,shot
2021,Illinois,2021-10-04,Chicago,shot
2021,Michigan,2021-10-04,Galesburg,shot
2021,Louisiana,2021-10-04,Houma,shot
2021,Florida,2021-10-04,St. Petersburg,shot
2021,New York,2021-10-04,Walton,shot
2021,Nevada,2021-10-04,Las Vegas,shot
2021,California,2021-10-03,Los Angeles,shot
2021,Nevada,2021-10-03,Las Vegas,shot
2021,Colorado,2021-10-03,Colorado Springs,shot
2021,Kansas,2021-10-03,Wichita,shot
2021,Louisiana,2021-10-02,Westwego,shot
2021,Tennessee,2021-10-01,Rogersville,shot
2021,Tennessee,2021-10-01,Hamilton County,shot
2021,Texas,2021-09-30,Bexar County,shot
2021,Michigan,2021-09-30,Niles Charter Township,shot
2021,Ohio,2021-09-29,Columbus,shot and Tasered
2021,Arizona,2021-09-29,Tempe,shot
2021,Wisconsin,2021-10-08,Goetz,shot
2021,California,2021-10-08,Los Angeles,shot
2021,Washington,2021-10-17,Vancouver,shot
2021,Georgia,2021-10-08,Evans County,shot
2021,Arkansas,2021-10-17,Fort Smith,shot
2021,Florida,2021-10-17,West Palm Beach,shot
2021,Texas,2021-10-16,Laredo,shot
2021,Florida,2021-10-16,Estero,shot
2021,Florida,2021-10-16,Tarpon Springs,shot
2021,California,2021-10-15,Milpitas,shot
2021,South Carolina,2021-10-14,Anderson,shot
2021,California,2021-10-14,Palm Springs,shot
2021,Oklahoma,2021-10-14,Geary,shot
2021,North Carolina,2021-10-14,Tarboro,shot
2021,California,2021-10-13,Los Angeles,shot
2021,Michigan,2021-10-13,Orangeville Township,shot
2021,Iowa,2021-10-13,Davenport,shot
2021,Maine,2021-10-13,Augusta,shot
2021,Idaho,2021-10-13,McCammon,shot
2021,Nevada,2021-10-12,Las Vegas,shot
2021,Tennessee,2021-10-12,Knoxville,shot
2021,South Carolina,2021-10-12,Anderson,shot
2021,Maryland,2021-10-11,Woodlawn,shot
2021,Alabama,2021-10-10,Dothan,shot
2021,Indiana,2021-10-10,Sunman,shot
2021,California,2021-10-10,Whittier,shot
2021,North Carolina,2021-10-10,Leland,shot
2021,New Mexico,2021-10-09,Las Cruces,shot
2021,Mississippi,2021-10-09,Madison County,shot
2021,Kentucky,2021-10-09,Middlesboro,shot
2021,California,2021-10-09,Lompoc,shot
2021,California,2021-10-08,National City,shot and Tasered
2021,California,2021-10-08,Rancho Cucamonga,shot
2021,Missouri,2021-11-14,Columbia,shot
2021,Colorado,2021-11-15,Pueblo,shot
2021,Florida,2021-11-15,Ocala,shot
2021,Mississippi,2021-12-21,Rankin County,shot
2021,Michigan,2021-12-21,Burton,shot
2021,Illinois,2021-12-20,Yorkville,shot
2021,Illinois,2021-12-20,New Lenox,shot
2021,New York,2021-12-20,New York,shot
2021,Michigan,2021-12-19,Detroit,shot
2021,California,2021-12-18,Los Angeles,shot
2021,California,2021-12-18,Los Angeles,shot
2021,New Jersey,2021-12-18,Vineland,shot
2021,North Carolina,2021-12-18,Charlotte,shot
2021,Tennessee,2021-12-16,Madison,shot
2021,Tennessee,2021-12-16,Memphis,shot
2021,Tennessee,2021-12-16,Memphis,shot
2021,South Carolina,2021-12-16,Anderson County,shot
2021,Utah,2021-12-16,Clinton,shot
2021,California,2021-12-15,North Richmond,shot
2021,Indiana,2021-12-15,Elkhart,shot
2021,Tennessee,2021-12-15,Memphis,shot
2021,Nebraska,2021-12-15,North Platte,shot
2021,North Carolina,2021-12-14,Canetuck,shot
2021,Ohio,2021-12-14,Dayton,shot
2021,New Mexico,2021-12-13,Estancia,shot
2021,California,2021-12-12,Corona,shot
2021,Missouri,2021-12-12,Jennings,shot
2021,Missouri,2021-12-12,Ferguson,shot
2021,Ohio,2021-12-12,Cleveland,shot
2021,Kentucky,2021-12-11,Frankfort,shot
2021,Kentucky,2021-12-11,Elizabethtown,shot
2021,Washington,2021-12-10,Spokane,shot
2021,Texas,2021-12-10,Simms,shot
2021,Georgia,2021-12-21,Savannah,shot
2021,Louisiana,2021-12-21,Vernon Parish,shot
2021,Wisconsin,2021-12-10,Pine River,shot
2021,Colorado,2021-12-22,Colorado Springs,shot
2021,Texas,2021-06-25,College Station,shot
2021,Mississippi,2021-12-31,Meridian,shot
2021,California,2021-12-31,Beaumont,shot
2021,Florida,2021-12-30,Pine Hills,shot
2021,New Jersey,2021-12-29,Paterson,shot
2021,Maryland,2021-12-29,Silver Spring,shot
2021,Michigan,2021-12-28,Detroit,shot
2021,Washington,2021-12-27,Algona,shot
2021,California,2021-12-27,Escondido,shot
2021,Colorado,2021-12-27,Lakewood,shot
2021,Georgia,2021-12-27,Savannah,shot
2021,Louisiana,2021-12-27,Lake Charles,shot
2021,California,2021-12-27,Huntington Beach,shot
2021,Arizona,2021-12-26,Buckeye,shot
2021,South Carolina,2021-12-26,Greenville County,shot
2021,Florida,2021-12-26,Titusville,shot
2021,California,2021-12-26,Los Angeles,shot
2021,Texas,2021-12-26,Houston,shot
2021,New York,2021-12-24,Dolgeville,shot
2021,Virginia,2021-12-23,South Hill,shot
2021,Missouri,2021-12-23,Springfield,shot
2021,Minnesota,2021-12-23,Austin,shot
2021,California,2021-12-23,Los Angeles,shot
2021,California,2021-12-23,Los Angeles,shot
2021,Ohio,2021-12-23,Akron,shot
2021,Pennsylvania,2021-12-22,Foster Township,shot
2021,Michigan,2021-12-22,Battle Creek,shot
2021,Louisiana,2021-12-22,Fordoche,shot
2021,New York,2021-12-22,Unadilla,shot
2021,California,2021-12-10,Antioch,shot
2021,Georgia,2021-12-10,Waverly,shot
2021,Washington,2021-11-16,North Bend,shot
2021,Florida,2021-11-28,Lakeland,shot
2021,Indiana,2021-11-28,Culver,shot
2021,Maryland,2021-11-28,Glen Burnie,shot
2021,Florida,2021-11-28,Coral Gables,shot
2021,Utah,2021-11-28,Orem,shot
2021,Massachusetts,2021-11-28,Seekonk,shot
2021,Michigan,2021-11-27,Kalamazoo,shot
2021,Virginia,2021-11-26,Roanoke County,shot
2021,New Mexico,2021-11-26,Clines Corners,shot
2021,New Mexico,2021-11-26,Albuquerque,shot
2021,Nebraska,2021-11-24,Lincoln,shot
2021,California,2021-11-23,Pasadena,shot
2021,California,2021-11-22,Merced,shot
2021,Kansas,2021-11-22,Kansas City,shot
2021,Massachusetts,2021-11-22,Fall River,shot
2021,California,2021-11-22,West Covina,shot
2021,Rhode Island,2021-11-22,Warwick,shot
2021,Louisiana,2021-11-21,Metairie,shot
2021,California,2021-11-20,Oakland,shot
2021,North Carolina,2021-11-19,Greensboro,shot
2021,California,2021-11-19,San Francisco,shot
2021,West Virginia,2021-11-19,Montcalm,shot
2021,North Carolina,2021-11-18,Bessemer City,shot
2021,Mississippi,2021-11-17,Waynesboro,shot
2021,Georgia,2021-11-17,Byron,shot
2021,Missouri,2021-11-17,Poplar Bluff,shot
2021,Nevada,2021-11-17,Las Vegas,shot
2021,North Carolina,2021-11-16,Wilmington,shot
2021,Iowa,2021-11-16,Waterloo,shot
2021,Idaho,2021-11-16,Caldwell,shot
2021,Minnesota,2021-11-28,Mounds View,shot
2021,North Carolina,2021-11-28,Winstom-Salem,shot
2021,Tennessee,2021-12-10,Cumberland County,shot
2021,Minnesota,2021-11-28,Forest Lake,shot
2021,Colorado,2021-12-10,Colorado Springs,shot
2021,Georgia,2021-12-09,Henry County,shot
2021,Iowa,2021-12-08,Iowa Falls,shot
2021,Missouri,2021-12-08,Hermitage,shot
2021,California,2021-12-08,Stockton,shot
2021,Ohio,2021-12-08,Columbus,shot
2021,Colorado,2021-12-08,Colorado Springs,shot
2021,New Mexico,2021-12-07,Albuquerque,shot
2021,Kentucky,2021-12-07,Elizabethtown,shot
2021,Florida,2021-12-07,Riverview,shot
2021,Missouri,2021-12-06,Blue Springs,shot
2021,Wyoming,2021-12-06,Basin,shot
2021,Oregon,2021-12-06,Portland,shot
2021,Missouri,2021-12-06,Blue Springs,shot
2021,Oklahoma,2021-12-05,Lawton,shot
2021,Colorado,2021-12-05,Westminster,shot
2021,Georgia,2021-12-05,Morrow,shot
2021,Missouri,2021-12-03,St. Louis,shot
2021,Florida,2021-12-03,Melbourne,shot
2021,Kentucky,2021-12-02,Floyd County,shot
2021,Montana,2021-12-02,Lame Deer,shot
2021,Illinois,2021-12-02,Buffalo Grove,shot
2021,Utah,2021-12-01,Taylorsville,shot
2021,Georgia,2021-12-01,Lithonia,shot
2021,Indiana,2021-11-30,Rushville,shot
2021,Georgia,2021-11-30,Rex,shot
2021,Mississippi,2021-11-30,Laurel,shot
2021,Indiana,2021-11-30,Rushville,shot
2021,Arizona,2021-11-29,Tucson,shot
2021,Kentucky,2021-09-29,Middlesboro,shot
2021,Iowa,2021-11-21,Centerville,shot
2021,California,2021-09-28,Santa Ana,shot
2021,Indiana,2021-08-05,Putnamville,shot
2021,Vermont,2021-08-05,Hartford,shot
2021,California,2021-08-04,Glendora,shot
2021,Ohio,2021-08-04,Mifflin Township,shot
2021,Virginia,2021-08-03,Arlington,shot
2021,Tennessee,2021-08-03,Nashville,shot
2021,Texas,2021-08-03,Waco,shot
2021,Pennsylvania,2021-08-03,Conshohocken,shot
2021,Colorado,2021-07-31,Centennial,shot
2021,Florida,2021-07-31,Yulee,shot
2021,Texas,2021-07-30,Celina,shot
2021,Ohio,2021-07-29,Mansfield,shot
2021,Alabama,2021-07-28,Wetumpka,shot
2021,Ohio,2021-07-27,Nelsonville,shot
2021,Alabama,2021-07-27,Cottonwood,shot
2021,Pennsylvania,2021-07-27,Gaines Township,shot
2021,Illinois,2021-07-27,Dolton,shot
2021,Nevada,2021-07-27,Las Vegas,shot
2021,Illinois,2021-07-27,Calumet City,shot
2021,Texas,2021-07-26,San Antonio,shot
2021,California,2021-07-26,Los Angeles,shot
2021,Michigan,2021-07-26,Gobles,shot
2021,California,2021-07-25,Wasco,shot
2021,Louisiana,2021-07-25,Crowley,shot
2021,Georgia,2021-07-25,Atlanta,shot
2021,Idaho,2021-07-24,Boise,shot
2021,California,2021-07-23,San Diego,shot
2021,Pennsylvania,2021-07-22,Philadelphia,shot
2021,Texas,2021-07-22,Boerne,shot
2021,Oklahoma,2021-07-22,Duncan,shot
2021,Washington,2021-08-05,Seattle,shot
2021,Missouri,2021-08-05,Webb City,shot
2021,Arizona,2021-07-20,Phoenix,shot
2021,New York,2021-08-05,Franklin,shot
2021,California,2021-08-15,Barstow,shot
2021,New Mexico,2021-08-15,Albuquerque,shot
2021,Tennessee,2021-08-15,Greene County,shot
2021,Mississippi,2021-08-14,Scott County,shot
2021,Nebraska,2021-08-14,St. Paul,shot
2021,Michigan,2021-08-14,Galesburg,shot
2021,Massachusetts,2021-08-14,Saugus,shot
2021,Texas,2021-08-13,San Antonio,shot
2021,California,2021-08-13,Bakersfield,shot
2021,Texas,2021-08-12,Crosby,shot
2021,Florida,2021-08-12,Orlando,shot
2021,Colorado,2021-08-11,Adams County,shot
2021,California,2021-08-11,Castaic,shot
2021,Hawaii,2021-08-11,Honolulu,shot
2021,Nebraska,2021-08-11,Juniata,shot
2021,Tennessee,2021-08-11,Nashville,shot
2021,Illinois,2021-08-10,North Aurora,shot
2021,North Carolina,2021-08-10,Grantsboro,shot
2021,Arizona,2021-08-10,El Mirage,shot
2021,California,2021-08-09,Tustin,shot
2021,Texas,2021-08-09,Seguin,shot
2021,Georgia,2021-08-09,Rocky Face,shot
2021,Texas,2021-08-08,Spring,shot
2021,Michigan,2021-08-08,Detroit,shot
2021,Maryland,2021-08-08,Baltimore,shot
2021,Idaho,2021-08-07,Coeur d’Alene,shot
2021,California,2021-08-07,Bakersfield,shot
2021,California,2021-08-06,La Habra,shot
2021,Alabama,2021-08-06,Cullman County,shot
2021,Florida,2021-07-20,Davenport,shot
2021,Pennsylvania,2021-07-20,West Hanover Township,shot
2021,Wisconsin,2021-08-16,Milwaukee,shot
2021,Kentucky,2021-07-06,Danville,shot
2021,California,2021-07-06,Paso Robles,shot
2021,Illinois,2021-07-06,Carterville,shot
2021,Texas,2021-07-05,San Antonio,shot
2021,Ohio,2021-07-04,Ravenna Township,shot
2021,New Jersey,2021-07-04,Newton,shot
2021,Minnesota,2021-07-04,Olivia,shot
2021,North Carolina,2021-07-04,Salemburg,shot
2021,Florida,2021-07-04,Tampa,shot
2021,North Carolina,2021-07-02,Traphill,shot
2021,Georgia,2021-07-01,Douglas County,shot and Tasered
2021,South Carolina,2021-07-01,Spartanburg,shot
2021,Tennessee,2021-07-01,Kingsport,shot
2021,Utah,2021-06-30,South Ogden,shot
2021,Kentucky,2021-06-30,Florence,shot
2021,Georgia,2021-06-30,Atlanta,shot
2021,South Carolina,2021-06-30,Calhoun County,shot
2021,Nebraska,2021-06-29,Bayard,shot
2021,Texas,2021-06-29,Flour Bluff,shot
2021,California,2021-06-28,Arleta,shot
2021,California,2021-06-28,Siskiyou County,shot
2021,California,2021-06-28,Azusa,shot
2021,Colorado,2021-06-28,Commerce City,shot
2021,Texas,2021-06-28,Corpus Christi,shot
2021,New Mexico,2021-06-27,Roswell,shot and Tasered
2021,Kansas,2021-06-27,Plainville,shot
2021,Texas,2021-06-27,Graham,shot
2021,Massachusetts,2021-06-26,Winthrop,shot
2021,New Jersey,2021-09-28,Hillsborough,shot
2021,Arkansas,2021-06-26,Texarkana,shot
2021,Texas,2021-07-06,Houston,shot
2021,New Mexico,2021-07-07,Tesuque,shot
2021,California,2021-07-20,Salinas,shot
2021,Oregon,2021-07-07,Medford,shot
2021,Montana,2021-07-19,Flathead County,shot
2021,Ohio,2021-07-19,Toledo,shot
2021,Georgia,2021-07-19,Cairo,shot
2021,Texas,2021-07-18,Houston,shot
2021,Alabama,2021-07-18,Malbis,shot
2021,Virginia,2021-07-17,Wise County,shot
2021,Mississippi,2021-07-17,Canton,shot
2021,New Mexico,2021-07-17,Las Vegas,shot
2021,Georgia,2021-07-17,Savannah,shot
2021,Maryland,2021-07-16,Gaithersburg,shot
2021,Idaho,2021-07-16,Hailey,shot
2021,New Mexico,2021-07-16,Roswell,shot
2021,California,2021-07-15,Los Angeles,shot
2021,New Mexico,2021-07-14,Albuquerque,shot
2021,Texas,2021-07-14,Houston,shot
2021,Maryland,2021-07-13,Baltimore,shot
2021,Texas,2021-07-13,Horizon City,shot
2021,Florida,2021-07-12,Escambia County,shot
2021,California,2021-07-12,Ontario,shot
2021,New Mexico,2021-07-11,Shiprock,shot
2021,Maryland,2021-07-11,North East,shot
2021,Michigan,2021-07-10,Bennington Township,shot
2021,Louisiana,2021-07-09,Doyline,shot
2021,Illinois,2021-07-09,Chicago,shot
2021,Oregon,2021-07-09,Salem,shot
2021,Maine,2021-07-08,Presque Isle,shot
2021,Arizona,2021-07-08,Phoenix,shot
2021,New York,2021-07-08,New York,shot
2021,New Mexico,2021-07-07,Santa Fe,shot
2021,South Carolina,2021-08-15,Lexington County,shot and Tasered
2021,Arizona,2021-07-18,Tucson,shot
2021,Tennessee,2021-08-16,Memphis,shot
2021,Utah,2021-09-10,Farmington,shot
2021,Texas,2021-09-16,Huntsville,shot
2021,Missouri,2021-09-15,Independence,shot
2021,Arizona,2021-09-15,Phoenix,shot
2021,Oklahoma,2021-09-15,Davis,shot
2021,New Jersey,2021-09-14,Mantua Township,shot
2021,California,2021-09-13,Oakland,shot
2021,Georgia,2021-09-13,Smyrna,shot
2021,New Mexico,2021-09-13,Farmington,shot
2021,Texas,2021-09-12,San Antonio,shot
2021,Texas,2021-09-11,Bexar County,shot
2021,Iowa,2021-09-11,Thompson,shot
2021,South Carolina,2021-09-11,Horry County,shot
2021,Louisiana,2021-09-11,Shreveport,shot
2021,Kansas,2021-09-10,Topeka,shot
2021,Maryland,2021-09-10,Oxon Hill,shot
2021,Colorado,2021-09-03,Denver,shot
2021,Missouri,2021-09-09,Diggins,shot
2021,California,2021-09-09,Humboldt County,shot
2021,California,2021-09-08,Gilroy,shot
2021,Texas,2021-09-07,Lufkin,shot
2021,North Dakota,2021-09-07,Mandan,shot
2021,Texas,2021-09-07,Lufkin,shot
2021,Florida,2021-09-07,Clearwater,shot
2021,West Virginia,2021-09-06,Old Fields,shot
2021,California,2021-09-06,Sacramento,shot
2021,New Mexico,2021-09-06,Moriarty,shot
2021,Ohio,2021-09-06,Miami Township,shot
2021,Oregon,2021-09-06,Springfield,shot
2021,Washington,2021-09-04,Lakewood,shot
2021,New Mexico,2021-09-03,Los Lunas,shot
2021,Mississippi,2021-09-16,Yazoo City,shot
2021,Texas,2021-09-16,Wichita Falls,shot
2021,California,2021-09-17,Escondido,shot
2021,Georgia,2021-09-17,Marietta,shot
2021,Oregon,2021-09-27,Happy Valley,shot
2021,California,2021-09-27,Long Beach,shot
2021,Colorado,2021-08-16,Loveland,shot
2021,Maine,2021-09-27,Auburn,shot
2021,Texas,2021-09-27,Allen,shot
2021,Georgia,2021-09-25,Decatur,shot
2021,California,2021-09-25,Delano,shot
2021,California,2021-09-25,Huntington Beach,shot
2021,Indiana,2021-09-24,Indianapolis,shot
2021,Louisiana,2021-09-23,Lake Charles,shot
2021,Florida,2021-09-23,Newberry,shot
2021,California,2021-09-23,Los Angeles,shot
2021,Texas,2021-09-23,McKinney,shot
2021,Mississippi,2021-09-23,Looxahoma,shot
2021,Georgia,2021-09-22,Chamblee,shot
2021,New York,2021-09-21,Auburn,shot
2021,Nevada,2021-09-21,Henderson,shot
2021,Nevada,2021-09-21,Las Vegas,shot
2021,California,2021-09-20,Signal Hill,shot
2021,Texas,2021-09-20,Houston,shot
2021,Illinois,2021-09-19,Chicago,shot
2021,Kentucky,2021-09-18,Ghent,shot
2021,South Carolina,2021-09-18,West Ashley,shot
2021,Georgia,2021-09-18,Smyrna,shot
2021,Tennessee,2021-09-18,Nashville,shot
2021,Pennsylvania,2021-09-18,Mahoning Township,shot
2021,Mississippi,2021-09-18,Jackson,shot
2021,Kentucky,2021-09-18,Gallatin County,shot
2021,Texas,2021-09-17,Hawkins,shot
2021,Colorado,2021-09-03,Denver,shot
2021,Mississippi,2021-09-16,Yazoo City,shot
2021,West Virginia,2021-09-03,Weston,shot
2021,Idaho,2021-08-26,Nampa,shot
2021,Florida,2021-08-26,Sanford,shot
2021,California,2021-08-25,Crescent City,shot
2021,California,2021-08-25,Fremont,shot
2021,California,2021-08-25,Redondo Beach,shot
2021,Utah,2021-08-25,Grantsville,shot
2021,Vermont,2021-08-25,Rutland,shot
2021,District of Columbia,2021-08-25,Washington,shot
2021,Illinois,2021-08-24,Chicago,shot
2021,Georgia,2021-08-24,College Park,shot
2021,Utah,2021-08-24,Provo,shot
2021,Arizona,2021-08-24,Payson,shot
2021,Texas,2021-08-23,Amarillo,shot
2021,Pennsylvania,2021-08-23,Butler,shot
2021,California,2021-08-22,Guadalupe,shot
2021,Mississippi,2021-08-21,Florence,shot
2021,Georgia,2021-08-21,Allenhurst,shot
2021,Kansas,2021-08-20,Chanute,shot
2021,Texas,2021-08-20,Amarillo,shot
2021,California,2021-08-19,El Cajon,shot
2021,Alaska,2021-08-19,Selawik,shot
2021,Colorado,2021-08-18,Thornton,shot
2021,Texas,2021-08-18,Snook,shot
2021,California,2021-08-18,Highland,shot
2021,Georgia,2021-08-18,Marietta,shot
2021,Pennsylvania,2021-08-18,Philadelphia,shot
2021,Wisconsin,2021-09-03,Oak Creek,shot
2021,West Virginia,2021-08-18,Beckley,shot
2021,Texas,2021-08-18,Pflugerville,shot
2021,Colorado,2021-08-17,Arvada,shot
2021,Alaska,2021-08-26,Wasilla,shot
2021,Wisconsin,2021-08-22,Milwaukee,shot
2021,Wisconsin,2021-08-26,Milwaukee,shot
2021,California,2021-09-03,Buena Park,shot
2021,Colorado,2021-09-02,Jefferson County,shot
2021,Louisiana,2021-09-01,Metairie,shot
2021,Texas,2021-09-01,Houston,shot
2021,Colorado,2021-09-01,Peyton,shot
2021,Indiana,2021-09-01,Indianapolis,shot
2021,California,2021-08-31,Anaheim,shot
2021,District of Columbia,2021-08-31,Washington,shot
2021,Iowa,2021-08-31,Martelle,shot
2021,Texas,2021-09-03,Fort Worth,shot
2021,Florida,2021-08-30,Miami Shores,shot
2021,Illinois,2021-08-30,Normal,shot
2021,Florida,2021-08-30,Coconut Creek,shot
2021,Mississippi,2021-08-30,Pearlington,shot
2021,Florida,2021-08-30,West Melbourne,shot
2021,Texas,2021-08-29,Plano,shot
2021,Nevada,2021-08-27,Tonopah,shot
2021,North Carolina,2021-08-27,Greensboro,shot
2021,California,2021-08-29,Victorville,shot
2021,New York,2021-08-27,Elmira,shot
2021,Oregon,2021-08-27,Portland,shot
2021,Hawaii,2021-08-27,Kakaako,shot
2021,Pennsylvania,2021-08-27,Sharon Hill,shot
2021,Indiana,2021-08-27,Elkhart,shot
2021,Oklahoma,2021-08-28,Arkoma,shot
2021,Pennsylvania,2021-08-29,Falls Township,shot
2021,Montana,2021-08-29,Missoula,shot
2021,Georgia,2021-08-29,Atlanta,shot
2020,New Mexico,2020-08-10,Albuquerque,shot
